sigma_vi,id,des,ps,ts,method,energy,ip,fullname,sigma_mc,date
0.3586,bK17Y08E,2017 YE8,-6.28,0,IOBS,9.909e-01,1.464e-06,(2017 YE8),,2118-12-26.31
0.1545,bK22B00T,2022 BT,-9.76,0,IOBS,1.169e-03,1.054e-07,(2022 BT),,2118-01-23.48
0.3084,bK17Y08E,2017 YE8,-7.87,0,IOBS,9.910e-01,3.805e-08,(2017 YE8),,2118-12-26.31
1.1428,bK17Y08E,2017 YE8,-7.38,0,IOBS,9.816e-01,1.172e-07,(2017 YE8),,2118-12-26.29
0.3696,bK17Y08E,2017 YE8,-7.17,0,IOBS,9.917e-01,1.889e-07,(2017 YE8),,2118-12-26.29
1.1123,bK17Y08E,2017 YE8,-7.98,0,IOBS,9.821e-01,2.973e-08,(2017 YE8),,2118-12-26.27
1.3926,bK09D00V,2009 DV,-7.38,0,IOBS,4.569e+00,2.877e-08,(2009 DV),,2102-02-16.78
1.4876,bK09D00V,2009 DV,-7.87,0,IOBS,4.700e+00,2.248e-09,(2009 DV),,2044-02-15.90
0.9482,bK15F37H,2015 FH37,-8.03,0,IOBS,3.439e+00,9.184e-09,(2015 FH37),,2113-03-29.82
1.1439,bK25Y03R,2025 YR3,-9.61,0,IOBS,4.121e-04,3.210e-07,(2025 YR3),,2110-12-18.10
0.5516,bK25Y03R,2025 YR3,-10.21,0,IOBS,4.119e-04,8.092e-08,(2025 YR3),,2111-12-18.31
1.3670,bK12S58G,2012 SG58,-6.68,0,IOBS,3.436e+01,1.286e-08,(2012 SG58),,2060-10-04.81
2.3490,bK16X23L,2016 XL23,-8.84,0,IOBS,3.818e-03,2.709e-07,(2016 XL23),,2098-11-30.31
0.9381,bK16X23L,2016 XL23,-8.23,0,IOBS,3.802e-03,9.203e-07,(2016 XL23),,2086-11-29.92
0.1963,bK16X23L,2016 XL23,-6.37,0,IOBS,3.823e-03,5.978e-05,(2016 XL23),,2080-11-29.57
1.4547,bK18L01D,2018 LD1,-9.31,0,IOBS,2.212e-01,4.317e-09,(2018 LD1),,2112-09-19.31
0.1713,bK18L01D,2018 LD1,-9.28,0,IOBS,2.219e-01,4.568e-09,(2018 LD1),,2112-09-19.09
0.8866,bK18L01D,2018 LD1,-9.64,0,IOBS,2.222e-01,1.827e-09,(2018 LD1),,2105-09-19.50
2.3279,bK18L01D,2018 LD1,-10.25,0,IOBS,2.227e-01,4.260e-10,(2018 LD1),,2101-09-19.58
0.9553,bK18L01D,2018 LD1,-8.46,0,IOBS,2.217e-01,2.599e-08,(2018 LD1),,2100-09-19.10
3.6581,bK20G01Z,2020 GZ1,-7.82,0,IOBS,1.395e+00,5.167e-09,(2020 GZ1),,2040-04-01.15
1.5949,bK25U04V,2025 UV4,-8.22,0,IOBS,1.242e-02,2.803e-07,(2025 UV4),,2071-10-16.15
0.3090,bK25U04V,2025 UV4,-8.39,0,IOBS,1.231e-02,1.572e-07,(2025 UV4),,2063-10-16.24
2.6277,bK20G01Z,2020 GZ1,-6.63,0,IOBS,1.380e+00,8.231e-08,(2020 GZ1),,2040-04-01.15
1.4570,bK13T04P,2013 TP4,-3.60,0,IOBS,1.448e-01,3.526e-05,(2013 TP4),,2026-10-01.33
3.7676,bK13V13J,2013 VJ13,-7.90,0,IOBS,1.304e+01,3.597e-09,(2013 VJ13),,2099-10-30.39
2.2349,bK14J79U,2014 JU79,-7.57,0,IOBS,2.056e+01,6.844e-09,(2014 JU79),,2121-09-18.89
3.5195,bK14J79U,2014 JU79,-8.59,0,IOBS,2.408e+01,4.383e-10,(2014 JU79),,2098-09-21.13
2.9314,bK14J79U,2014 JU79,-7.93,0,IOBS,2.001e+01,1.860e-09,(2014 JU79),,2083-09-18.55
2.7185,bK14J79U,2014 JU79,-6.39,0,IOBS,2.006e+01,2.787e-08,(2014 JU79),,2050-09-18.56
2.7830,bK14J79U,2014 JU79,-5.72,0,IOBS,2.003e+01,1.287e-07,(2014 JU79),,2050-09-18.52
2.3457,bK18X02X,2018 XX2,-7.75,0,IOBS,4.033e-01,8.859e-08,(2018 XX2),,2106-12-09.69
1.1809,bK19R03T,2019 RT3,-8.89,0,IOBS,8.558e-01,3.963e-09,(2019 RT3),,2115-09-11.85
1.1097,bK25S04Q,2025 SQ4,-7.84,0,IOBS,1.803e-01,1.707e-07,(2025 SQ4),,2125-09-19.79
4.1594,bK25S21B,2025 SB21,-10.31,0,IOBS,1.746e-04,1.318e-07,(2025 SB21),,2113-09-29.29
0.2118,bK25B04S,2025 BS4,-10.58,0,IOBS,1.944e-02,1.604e-09,(2025 BS4),,2113-01-30.65
1.6205,bK25B04S,2025 BS4,-7.70,0,IOBS,1.952e-02,1.131e-06,(2025 BS4),,2107-01-31.08
0.9487,bK25X02E,2025 XE2,-8.47,0,IOBS,4.646e-01,1.723e-08,(2025 XE2),,2117-11-24.77
2.6022,bK25B04S,2025 BS4,-9.64,0,IOBS,1.960e-02,1.310e-08,(2025 BS4),,2109-01-30.40
1.3488,bK19E01D,2019 ED1,-6.74,0,IOBS,3.976e-02,3.468e-06,(2019 ED1),,2073-03-01.45
0.2592,bK19E01D,2019 ED1,-7.18,0,IOBS,3.976e-02,1.166e-06,(2019 ED1),,2070-03-01.82
0.5686,bK22B00T,2022 BT,-9.74,0,IOBS,1.169e-03,1.105e-07,(2022 BT),,2118-01-23.38
0.7012,bK05C37C,2005 CC37,-4.98,0,IOBS,2.973e+01,1.880e-06,(2005 CC37),,2117-01-13.66
2.7704,bK14M06B,2014 MB6,-6.61,0,IOBS,3.402e-01,8.812e-07,(2014 MB6),,2075-07-08.89
1.1562,bK25X03A,2025 XA3,-7.15,0,IOBS,2.561e-02,3.770e-06,(2025 XA3),,2119-12-17.32
0.6147,bK25X03A,2025 XA3,-9.21,0,IOBS,2.572e-02,3.357e-08,(2025 XA3),,2121-12-17.12
2.6024,bK22T48F,2022 TF48,-8.18,0,IOBS,3.537e-02,2.697e-07,(2022 TF48),,2120-04-08.93
2.0243,bK23X15N,2023 XN15,-7.88,0,IOBS,2.937e-01,7.019e-08,(2023 XN15),,2091-12-15.17
0.8629,bK23X15N,2023 XN15,-8.75,0,IOBS,2.965e-01,9.092e-09,(2023 XN15),,2089-12-14.64
0.1230,bK23X15N,2023 XN15,-8.15,0,IOBS,2.959e-01,3.455e-08,(2023 XN15),,2087-12-15.20
0.1033,bK23X15N,2023 XN15,-5.62,0,IOBS,2.961e-01,1.171e-05,(2023 XN15),,2087-12-15.20
0.6365,bK14SQ1R,2014 SR261,-8.19,0,IOBS,1.817e-01,6.677e-08,(2014 SR261),,2114-09-20.81
0.3581,bK14SQ1R,2014 SR261,-7.41,0,IOBS,1.813e-01,3.964e-07,(2014 SR261),,2111-09-20.94
2.0485,bK14SQ1R,2014 SR261,-7.97,0,IOBS,1.795e-01,1.093e-07,(2014 SR261),,2111-09-20.90
0.1863,bK14SQ1R,2014 SR261,-7.29,0,IOBS,1.821e-01,4.965e-07,(2014 SR261),,2107-09-19.82
0.1857,bK14SQ1R,2014 SR261,-9.41,0,IOBS,1.809e-01,3.724e-09,(2014 SR261),,2106-09-20.92
0.1390,bK14SQ1R,2014 SR261,-9.63,0,IOBS,1.810e-01,2.243e-09,(2014 SR261),,2106-09-20.32
0.7191,bK14SQ1R,2014 SR261,-8.52,0,IOBS,1.807e-01,2.830e-08,(2014 SR261),,2104-09-19.91
0.6021,bK14SQ1R,2014 SR261,-8.22,0,IOBS,1.809e-01,5.365e-08,(2014 SR261),,2101-09-20.25
1.6362,bK14SQ1R,2014 SR261,-8.08,0,IOBS,1.829e-01,6.664e-08,(2014 SR261),,2094-09-19.49
2.3244,bK14SQ1R,2014 SR261,-8.24,0,IOBS,1.845e-01,4.504e-08,(2014 SR261),,2092-09-18.04
0.2554,bK14SQ1R,2014 SR261,-10.35,0,IOBS,1.822e-01,3.057e-10,(2014 SR261),,2084-09-19.20
3.5811,bK01Y02N,2001 YN2,-8.53,0,IOBS,3.663e+00,2.734e-09,(2001 YN2),,2113-12-24.29
1.3763,bK01Y02N,2001 YN2,-8.17,0,IOBS,3.242e+00,4.298e-09,(2001 YN2),,2079-12-16.20
0.5548,bK13TD2V,2013 TV132,-7.26,0,IOBS,1.534e-01,7.032e-07,(2013 TV132),,2121-10-04.33
0.1543,bK13R43R,2013 RR43,-7.82,0,IOBS,1.769e+00,1.910e-08,(2013 RR43),,2091-03-06.07
1.8641,bK17F01N,2017 FN1,-5.68,0,IOBS,1.258e-03,1.039e-04,(2017 FN1),,2033-03-20.96
0.3754,bK15F37H,2015 FH37,-8.61,0,IOBS,3.503e+00,1.423e-09,(2015 FH37),,2078-03-29.39
2.8094,bK15N03D,2015 ND3,-8.76,0,IOBS,3.009e-01,1.302e-08,(2015 ND3),,2120-06-27.38
2.1719,bK16C18G,2016 CG18,-9.01,0,IOBS,7.036e-03,1.505e-07,(2016 CG18),,2122-02-05.06
0.9293,bK16C18G,2016 CG18,-8.62,0,IOBS,7.042e-03,3.653e-07,(2016 CG18),,2122-02-05.03
1.6789,bK16C18G,2016 CG18,-10.87,0,IOBS,7.053e-03,2.074e-09,(2016 CG18),,2122-02-04.90
0.9134,bK16C18G,2016 CG18,-9.05,0,IOBS,7.040e-03,1.380e-07,(2016 CG18),,2122-02-04.34
2.0947,bK16C18G,2016 CG18,-8.96,0,IOBS,7.040e-03,1.661e-07,(2016 CG18),,2121-02-04.76
2.4876,bK11W69N,2011 WN69,-6.23,0,IOBS,8.067e-01,1.762e-06,(2011 WN69),,2109-11-23.53
2.4551,bK11W69N,2011 WN69,-6.42,0,IOBS,8.066e-01,1.126e-06,(2011 WN69),,2109-11-23.53
1.5627,bK11W69N,2011 WN69,-7.19,0,IOBS,8.560e-01,1.787e-07,(2011 WN69),,2106-05-23.78
1.9816,bK11W69N,2011 WN69,-9.63,0,IOBS,8.617e-01,5.762e-10,(2011 WN69),,2098-05-22.93
1.5995,bK12Y01R,2012 YR1,-8.79,0,IOBS,1.398e-01,2.158e-08,(2012 YR1),,2116-12-13.16
1.1292,bK12Y01R,2012 YR1,-8.28,0,IOBS,1.394e-01,4.011e-08,(2012 YR1),,2078-12-13.23
0.7347,bK07V08E,2007 VE8,-4.85,0,IOBS,6.963e-01,2.101e-05,(2007 VE8),,2062-11-06.12
4.5124,bK08B16N,2008 BN16,-9.48,0,IOBS,8.222e-01,1.124e-09,(2008 BN16),,2122-01-22.71
1.1922,bK25S04U,2025 SU4,-10.58,0,IOBS,8.716e-05,1.361e-07,(2025 SU4),,2122-09-28.49
1.3429,bK20Y00N,2020 YN,-8.65,0,IOBS,5.880e-02,1.615e-08,(2020 YN),,2050-12-15.86
0.7187,bK20Y00N,2020 YN,-7.41,0,IOBS,5.789e-02,2.496e-07,(2020 YN),,2047-12-16.13
1.3221,bK20Y00N,2020 YN,-8.71,0,IOBS,5.872e-02,1.240e-08,(2020 YN),,2047-12-16.12
2.3359,bK25B04E,2025 BE4,-10.24,0,IOBS,5.683e-01,2.621e-10,(2025 BE4),,2123-01-23.71
2.4283,bK20F00G,2020 FG,-9.89,0,IOBS,3.934e-02,4.746e-09,(2020 FG),,2118-03-22.12
0.8127,bK20F00G,2020 FG,-9.07,0,IOBS,3.898e-02,2.812e-08,(2020 FG),,2107-03-22.90
1.7712,bK20F00G,2020 FG,-9.64,0,IOBS,3.898e-02,7.579e-09,(2020 FG),,2107-03-22.86
1.7668,bK20F00G,2020 FG,-8.39,0,IOBS,3.911e-02,1.355e-07,(2020 FG),,2107-03-22.82
1.6497,bK20F00G,2020 FG,-8.39,0,IOBS,3.911e-02,1.336e-07,(2020 FG),,2107-03-22.82
1.2375,bK20F00G,2020 FG,-8.36,0,IOBS,3.897e-02,1.438e-07,(2020 FG),,2107-03-22.82
1.1013,bK20F00G,2020 FG,-9.56,0,IOBS,3.912e-02,8.713e-09,(2020 FG),,2103-03-22.67
2.2933,bK20F00G,2020 FG,-9.05,0,IOBS,3.897e-02,2.768e-08,(2020 FG),,2102-03-22.63
1.4174,bK20F00G,2020 FG,-9.82,0,IOBS,3.919e-02,4.505e-09,(2020 FG),,2100-03-21.76
0.4770,bK22B00T,2022 BT,-8.53,0,IOBS,1.168e-03,1.795e-06,(2022 BT),,2118-01-23.22
1.3898,bK22C07L,2022 CL7,-11.38,0,IOBS,2.204e-03,1.593e-09,(2022 CL7),,2120-02-14.79
1.2263,bK22C07L,2022 CL7,-9.34,0,IOBS,2.205e-03,1.688e-07,(2022 CL7),,2118-02-14.34
1.0607,bK22C07L,2022 CL7,-9.55,0,IOBS,2.213e-03,9.660e-08,(2022 CL7),,2110-02-14.32
1.1111,bK22C07L,2022 CL7,-9.30,0,IOBS,2.215e-03,1.654e-07,(2022 CL7),,2108-02-14.81
0.6895,bK22C07L,2022 CL7,-9.66,0,IOBS,2.208e-03,7.188e-08,(2022 CL7),,2108-02-14.80
1.0656,bK22C07L,2022 CL7,-10.17,0,IOBS,2.213e-03,2.102e-08,(2022 CL7),,2103-02-14.60
2.0873,bK22C07L,2022 CL7,-9.97,0,IOBS,2.199e-03,2.955e-08,(2022 CL7),,2093-02-13.10
1.6660,bK22C07L,2022 CL7,-11.54,0,IOBS,2.209e-03,7.426e-10,(2022 CL7),,2089-02-13.11
1.5797,bK22C07L,2022 CL7,-9.73,0,IOBS,2.213e-03,4.493e-08,(2022 CL7),,2085-02-13.20
2.1131,bK22C07L,2022 CL7,-8.83,0,IOBS,2.209e-03,3.229e-07,(2022 CL7),,2079-02-13.69
1.8123,bK22C07L,2022 CL7,-8.52,0,IOBS,2.216e-03,5.774e-07,(2022 CL7),,2073-02-13.23
2.0792,bK22C07L,2022 CL7,-9.12,0,IOBS,2.210e-03,1.283e-07,(2022 CL7),,2067-02-13.76
1.9554,bK22C07L,2022 CL7,-9.51,0,IOBS,2.217e-03,1.731e-08,(2022 CL7),,2039-02-13.75
0.9237,bK22J00V,2022 JV,-10.41,0,IOBS,2.358e-03,1.430e-08,(2022 JV),,2122-05-06.58
0.3840,bK22J00V,2022 JV,-10.58,0,IOBS,2.354e-03,9.763e-09,(2022 JV),,2122-05-06.57
0.7755,bK22J00V,2022 JV,-9.42,0,IOBS,2.357e-03,1.380e-07,(2022 JV),,2121-05-06.36
1.5367,bK22J00V,2022 JV,-8.87,0,IOBS,2.340e-03,4.967e-07,(2022 JV),,2121-05-06.32
0.7545,bK22J00V,2022 JV,-11.86,0,IOBS,2.356e-03,4.996e-10,(2022 JV),,2121-05-06.30
2.6503,bK22J00V,2022 JV,-10.14,0,IOBS,2.334e-03,2.643e-08,(2022 JV),,2121-05-06.29
1.3408,bK22J00V,2022 JV,-11.96,0,IOBS,2.363e-03,3.974e-10,(2022 JV),,2121-05-06.29
0.6126,bK22J00V,2022 JV,-9.24,0,IOBS,2.358e-03,2.076e-07,(2022 JV),,2121-05-06.27
1.0547,bK22J00V,2022 JV,-9.57,0,IOBS,2.359e-03,9.788e-08,(2022 JV),,2120-05-06.12
1.6283,bK22J00V,2022 JV,-9.72,0,IOBS,2.341e-03,6.906e-08,(2022 JV),,2120-05-06.10
1.3008,bK22J00V,2022 JV,-11.16,0,IOBS,2.365e-03,2.514e-09,(2022 JV),,2120-05-06.10
1.0915,bK22J00V,2022 JV,-9.80,0,IOBS,2.359e-03,5.735e-08,(2022 JV),,2120-05-06.10
0.1572,bK22B00T,2022 BT,-10.46,0,IOBS,1.170e-03,2.115e-08,(2022 BT),,2118-01-23.10
0.4778,bK22B00T,2022 BT,-8.90,0,IOBS,1.168e-03,7.767e-07,(2022 BT),,2118-01-22.97
0.3914,bK22B00T,2022 BT,-10.38,0,IOBS,1.169e-03,2.553e-08,(2022 BT),,2118-01-22.89
0.3578,bK22B00T,2022 BT,-9.58,0,IOBS,1.168e-03,1.599e-07,(2022 BT),,2118-01-22.69
0.5616,bK22B00T,2022 BT,-8.55,0,IOBS,1.170e-03,1.686e-06,(2022 BT),,2117-01-23.66
1.1023,bK22B00T,2022 BT,-9.57,0,IOBS,1.168e-03,1.640e-07,(2022 BT),,2117-01-23.50
0.4479,bK22B00T,2022 BT,-9.66,0,IOBS,1.170e-03,1.329e-07,(2022 BT),,2117-01-23.38
1.1682,bK22B00T,2022 BT,-8.80,0,IOBS,1.170e-03,9.537e-07,(2022 BT),,2117-01-23.29
1.3304,bK22B00T,2022 BT,-10.58,0,IOBS,1.168e-03,1.607e-08,(2022 BT),,2117-01-23.21
0.9067,bK22B00T,2022 BT,-9.58,0,IOBS,1.167e-03,1.576e-07,(2022 BT),,2117-01-23.07
0.2051,bK22B00T,2022 BT,-10.22,0,IOBS,1.169e-03,3.627e-08,(2022 BT),,2117-01-22.94
1.3844,bK22B00T,2022 BT,-9.37,0,IOBS,1.169e-03,2.579e-07,(2022 BT),,2117-01-22.93
0.2194,bK22B00T,2022 BT,-10.29,0,IOBS,1.170e-03,3.112e-08,(2022 BT),,2117-01-22.84
1.0876,bK22B00T,2022 BT,-9.51,0,IOBS,1.169e-03,1.862e-07,(2022 BT),,2117-01-22.79
0.8970,bK22B00T,2022 BT,-10.53,0,IOBS,1.170e-03,1.805e-08,(2022 BT),,2117-01-22.78
0.2995,bK22B00T,2022 BT,-9.48,0,IOBS,1.171e-03,1.993e-07,(2022 BT),,2117-01-22.77
0.0458,bK22B00T,2022 BT,-10.14,0,IOBS,1.170e-03,4.341e-08,(2022 BT),,2117-01-22.58
1.0866,bK22B00T,2022 BT,-10.19,0,IOBS,1.169e-03,3.875e-08,(2022 BT),,2116-01-24.11
0.3648,bK22B00T,2022 BT,-9.58,0,IOBS,1.170e-03,1.558e-07,(2022 BT),,2116-01-24.07
1.1132,bK22B00T,2022 BT,-9.35,0,IOBS,1.169e-03,2.672e-07,(2022 BT),,2116-01-24.01
0.7151,bK22B00T,2022 BT,-10.41,0,IOBS,1.171e-03,2.330e-08,(2022 BT),,2116-01-24.00
1.2711,bK22B00T,2022 BT,-10.12,0,IOBS,1.169e-03,4.525e-08,(2022 BT),,2116-01-23.98
0.7027,bK22B00T,2022 BT,-10.08,0,IOBS,1.171e-03,4.943e-08,(2022 BT),,2116-01-23.98
0.3927,bK20K00S,2020 KS,-7.80,0,IOBS,3.605e-01,7.452e-08,(2020 KS),,2095-05-29.22
0.2113,bK20O04R,2020 OR4,-7.03,0,IOBS,1.471e+00,1.937e-07,(2020 OR4),,2121-01-20.70
2.4977,bK23V03D,2023 VD3,-7.54,0,IOBS,1.597e-01,5.287e-08,(2023 VD3),,2039-11-08.95
1.6243,bK19J00K,2019 JK,-7.79,0,IOBS,4.438e-02,1.665e-07,(2019 JK),,2053-04-29.54
1.6178,bK19J00K,2019 JK,-8.27,0,IOBS,4.437e-02,5.412e-08,(2019 JK),,2053-04-29.54
0.6762,bK19K03Y,2019 KY3,-8.63,0,IOBS,2.828e-01,1.875e-08,(2019 KY3),,2121-06-01.28
0.1037,bK19K03Y,2019 KY3,-8.75,0,IOBS,2.811e-01,1.400e-08,(2019 KY3),,2120-06-01.50
1.9071,bK19K03Y,2019 KY3,-10.20,0,IOBS,2.760e-01,4.611e-10,(2019 KY3),,2112-06-02.40
3.4952,bK19K03Y,2019 KY3,-8.51,0,IOBS,2.662e-01,2.283e-08,(2019 KY3),,2110-06-03.36
1.1325,bK19J07H,2019 JH7,-8.94,0,IOBS,2.090e-03,4.490e-07,(2019 JH7),,2118-05-17.41
0.3254,bK19J07H,2019 JH7,-8.91,0,IOBS,2.093e-03,4.555e-07,(2019 JH7),,2114-05-17.46
2.0766,bK20C00A,2020 CA,-8.38,0,IOBS,3.271e-03,1.105e-06,(2020 CA),,2116-02-04.38
2.9084,bK20C00A,2020 CA,-9.91,0,IOBS,3.237e-03,3.226e-08,(2020 CA),,2116-02-04.00
1.1122,bK04V24M,2004 VM24,-6.11,0,IOBS,7.012e-01,2.737e-06,(2004 VM24),,2114-11-14.54
1.1907,bK04V24M,2004 VM24,-7.87,0,IOBS,7.010e-01,4.749e-08,(2004 VM24),,2114-11-14.42
0.2748,bK04V24M,2004 VM24,-8.21,0,IOBS,6.985e-01,2.056e-08,(2004 VM24),,2108-11-14.01
0.3191,bK04V24M,2004 VM24,-8.28,0,IOBS,6.993e-01,1.626e-08,(2004 VM24),,2103-11-14.56
0.7531,bK04V24M,2004 VM24,-6.92,0,IOBS,7.004e-01,3.464e-07,(2004 VM24),,2098-11-13.53
0.3208,bK04V24M,2004 VM24,-6.33,0,IOBS,7.002e-01,1.377e-06,(2004 VM24),,2098-11-13.35
1.0580,bK04V24M,2004 VM24,-6.86,0,IOBS,7.006e-01,4.032e-07,(2004 VM24),,2098-11-13.34
3.8557,bK04V24M,2004 VM24,-10.37,0,IOBS,7.045e-01,1.207e-10,(2004 VM24),,2097-11-13.06
0.3765,bK04V24M,2004 VM24,-7.11,0,IOBS,6.990e-01,2.227e-07,(2004 VM24),,2096-11-12.71
1.4720,bK04V24M,2004 VM24,-6.80,0,IOBS,7.011e-01,4.437e-07,(2004 VM24),,2095-11-13.58
1.8152,bK04V24M,2004 VM24,-8.46,0,IOBS,7.012e-01,9.738e-09,(2004 VM24),,2095-11-13.47
0.2309,bK04V24M,2004 VM24,-7.91,0,IOBS,6.989e-01,3.226e-08,(2004 VM24),,2090-11-13.27
0.0163,bK04V24M,2004 VM24,-5.86,0,IOBS,6.993e-01,3.600e-06,(2004 VM24),,2090-11-13.25
0.0682,bK04V24M,2004 VM24,-7.25,0,IOBS,6.987e-01,1.456e-07,(2004 VM24),,2090-11-13.13
0.0517,bK04V24M,2004 VM24,-7.62,0,IOBS,6.992e-01,6.227e-08,(2004 VM24),,2090-11-13.10
1.9387,bK04V24M,2004 VM24,-7.84,0,IOBS,7.003e-01,3.672e-08,(2004 VM24),,2089-11-12.90
0.2438,bK04V24M,2004 VM24,-7.36,0,IOBS,6.982e-01,1.070e-07,(2004 VM24),,2086-11-13.31
0.1761,bK04V24M,2004 VM24,-7.80,0,IOBS,6.978e-01,3.830e-08,(2004 VM24),,2086-11-13.28
1.2293,bK04V24M,2004 VM24,-7.40,0,IOBS,7.002e-01,9.651e-08,(2004 VM24),,2086-11-13.25
1.4390,bK04V24M,2004 VM24,-8.37,0,IOBS,7.023e-01,1.022e-08,(2004 VM24),,2085-11-13.03
0.0302,bK04V24M,2004 VM24,-5.72,0,IOBS,6.984e-01,4.504e-06,(2004 VM24),,2084-11-12.68
0.1348,bK04V24M,2004 VM24,-6.74,0,IOBS,6.980e-01,4.328e-07,(2004 VM24),,2084-11-12.56
0.2704,bK04V24M,2004 VM24,-7.13,0,IOBS,6.981e-01,1.707e-07,(2004 VM24),,2083-11-13.57
0.2126,bK04V24M,2004 VM24,-7.39,0,IOBS,6.982e-01,9.344e-08,(2004 VM24),,2083-11-13.52
1.3433,bK04V24M,2004 VM24,-6.99,0,IOBS,7.003e-01,2.383e-07,(2004 VM24),,2083-11-13.51
1.4536,bK04V24M,2004 VM24,-6.92,0,IOBS,7.006e-01,2.777e-07,(2004 VM24),,2083-11-13.50
1.4164,bK04V24M,2004 VM24,-7.53,0,IOBS,7.005e-01,6.853e-08,(2004 VM24),,2083-11-13.48
1.3916,bK04V24M,2004 VM24,-7.45,0,IOBS,7.002e-01,8.130e-08,(2004 VM24),,2083-11-13.47
0.1048,bK04V24M,2004 VM24,-7.25,0,IOBS,6.996e-01,1.291e-07,(2004 VM24),,2082-11-13.23
1.4712,bK04V24M,2004 VM24,-8.73,0,IOBS,7.018e-01,4.243e-09,(2004 VM24),,2082-11-13.16
1.3759,bK04V24M,2004 VM24,-7.30,0,IOBS,7.018e-01,1.146e-07,(2004 VM24),,2082-11-13.12
1.3653,bK04V24M,2004 VM24,-7.23,0,IOBS,7.015e-01,1.336e-07,(2004 VM24),,2082-11-13.10
0.2122,bK04V24M,2004 VM24,-7.63,0,IOBS,6.988e-01,5.182e-08,(2004 VM24),,2080-11-12.74
0.1267,bK04V24M,2004 VM24,-7.01,0,IOBS,6.976e-01,2.057e-07,(2004 VM24),,2078-11-13.32
0.1318,bK04V24M,2004 VM24,-7.28,0,IOBS,6.978e-01,1.112e-07,(2004 VM24),,2078-11-13.31
0.2038,bK04V24M,2004 VM24,-5.64,0,IOBS,6.972e-01,4.876e-06,(2004 VM24),,2078-11-13.12
2.1491,bK04V24M,2004 VM24,-7.44,0,IOBS,7.013e-01,7.628e-08,(2004 VM24),,2078-11-12.96
2.9174,bK04V24M,2004 VM24,-7.60,0,IOBS,7.024e-01,5.259e-08,(2004 VM24),,2078-11-12.94
0.2009,bK04V24M,2004 VM24,-7.53,0,IOBS,6.991e-01,5.821e-08,(2004 VM24),,2074-11-13.27
0.1882,bK04V24M,2004 VM24,-7.29,0,IOBS,6.981e-01,9.855e-08,(2004 VM24),,2073-11-13.06
2.1831,bK04V24M,2004 VM24,-5.89,0,IOBS,7.019e-01,2.434e-06,(2004 VM24),,2072-11-12.52
0.2746,bK04V24M,2004 VM24,-7.31,0,IOBS,6.991e-01,8.703e-08,(2004 VM24),,2069-11-13.05
0.2533,bK04V24M,2004 VM24,-7.66,0,IOBS,6.989e-01,3.873e-08,(2004 VM24),,2069-11-13.02
3.4628,bK04V24M,2004 VM24,-7.49,0,IOBS,7.041e-01,3.057e-08,(2004 VM24),,2049-11-13.07
1.3635,bK21R02P,2021 RP2,-9.02,0,IOBS,6.388e-04,6.336e-07,(2021 RP2),,2086-09-08.59
2.1955,bK21R02P,2021 RP2,-9.28,0,IOBS,6.390e-04,3.372e-07,(2021 RP2),,2085-09-08.96
1.3209,bK21R02P,2021 RP2,-10.64,0,IOBS,6.400e-04,1.470e-08,(2021 RP2),,2085-09-08.23
1.3582,bK21R02P,2021 RP2,-10.81,0,IOBS,6.394e-04,9.983e-09,(2021 RP2),,2085-09-08.11
2.3662,bK21R02P,2021 RP2,-10.22,0,IOBS,6.409e-04,3.923e-08,(2021 RP2),,2085-09-07.63
2.3680,bK21R02P,2021 RP2,-9.55,0,IOBS,6.410e-04,1.823e-07,(2021 RP2),,2085-09-07.56
2.6106,bK21R02P,2021 RP2,-10.68,0,IOBS,6.408e-04,1.346e-08,(2021 RP2),,2085-09-07.06
0.9533,bK21R02P,2021 RP2,-10.20,0,IOBS,6.394e-04,4.013e-08,(2021 RP2),,2085-01-06.65
1.2990,bK21R02P,2021 RP2,-9.40,0,IOBS,6.391e-04,2.519e-07,(2021 RP2),,2084-09-08.71
2.2287,bK21R02P,2021 RP2,-9.86,0,IOBS,6.382e-04,8.695e-08,(2021 RP2),,2084-09-08.53
3.3420,bK21R02P,2021 RP2,-10.94,0,IOBS,6.401e-04,7.128e-09,(2021 RP2),,2083-09-10.11
1.3162,bK21R02P,2021 RP2,-10.51,0,IOBS,6.400e-04,1.920e-08,(2021 RP2),,2083-09-08.37
2.2569,bK21R02P,2021 RP2,-8.96,0,IOBS,6.408e-04,6.795e-07,(2021 RP2),,2083-09-08.24
2.2764,bK21R02P,2021 RP2,-10.36,0,IOBS,6.376e-04,2.706e-08,(2021 RP2),,2083-03-13.30
2.8317,bK21R02P,2021 RP2,-11.57,0,IOBS,6.412e-04,1.640e-09,(2021 RP2),,2082-12-27.76
2.0190,bK21R02P,2021 RP2,-9.42,0,IOBS,6.403e-04,2.332e-07,(2021 RP2),,2082-09-05.41
1.7921,bK21R02P,2021 RP2,-8.54,0,IOBS,6.391e-04,1.772e-06,(2021 RP2),,2082-09-04.48
1.7915,bK21R02P,2021 RP2,-8.73,0,IOBS,6.391e-04,1.156e-06,(2021 RP2),,2082-09-04.41
1.7983,bK21R02P,2021 RP2,-9.26,0,IOBS,6.393e-04,3.387e-07,(2021 RP2),,2082-09-04.31
2.0319,bK21R02P,2021 RP2,-9.72,0,IOBS,6.402e-04,1.160e-07,(2021 RP2),,2082-09-04.21
