sigma_vi,id,des,ps,ts,method,energy,ip,fullname,sigma_mc,date
1.4528,bK15KF8G,2015 KG158,-8.13,0,IOBS,1.191e-02,1.784e-07,(2015 KG158),,2048-05-13.97
1.6168,bK15KF8G,2015 KG158,-9.40,0,IOBS,1.190e-02,9.552e-09,(2015 KG158),,2048-05-13.95
2.5624,bJ91B00A,1991 BA,-9.29,0,IOBS,1.387e-02,4.244e-08,(1991 BA),,2115-01-21.38
1.0639,bJ91B00A,1991 BA,-7.83,0,IOBS,1.633e-02,1.048e-06,(1991 BA),,2114-01-19.92
3.1434,bJ91B00A,1991 BA,-10.11,0,IOBS,3.625e-02,2.661e-09,(1991 BA),,2106-01-01.72
1.9452,bJ91B00A,1991 BA,-9.52,0,IOBS,1.193e-02,2.395e-08,(1991 BA),,2103-01-21.44
2.3700,bJ91B00A,1991 BA,-8.80,0,IOBS,1.197e-02,1.175e-07,(1991 BA),,2098-01-19.88
5.3440,bJ91B00A,1991 BA,-10.26,0,IOBS,1.021e-02,4.551e-09,(1991 BA),,2097-01-19.44
1.0245,bJ91B00A,1991 BA,-9.15,0,IOBS,1.402e-02,4.397e-08,(1991 BA),,2094-01-19.91
2.4015,bJ91B00A,1991 BA,-8.75,0,IOBS,1.210e-02,1.049e-07,(1991 BA),,2084-01-20.57
1.7577,bJ91B00A,1991 BA,-9.42,0,IOBS,1.276e-02,2.333e-08,(1991 BA),,2089-01-19.73
3.0441,bJ91B00A,1991 BA,-8.97,0,IOBS,1.003e-02,6.633e-08,(1991 BA),,2078-01-19.54
2.3775,bJ91B00A,1991 BA,-9.72,0,IOBS,2.701e-02,5.375e-09,(1991 BA),,2077-06-21.05
1.1269,bJ91B00A,1991 BA,-10.28,0,IOBS,1.363e-02,2.506e-09,(1991 BA),,2077-01-19.50
1.0508,bJ91B00A,1991 BA,-8.62,0,IOBS,1.386e-02,1.134e-07,(1991 BA),,2077-01-19.39
0.6512,bK16C18G,2016 CG18,-8.76,0,IOBS,7.030e-03,1.344e-07,(2016 CG18),,2074-02-04.29
1.0368,bK16C18G,2016 CG18,-7.73,0,IOBS,7.040e-03,1.417e-06,(2016 CG18),,2073-02-04.39
0.7156,bK16C18G,2016 CG18,-9.29,0,IOBS,7.016e-03,3.795e-08,(2016 CG18),,2072-08-06.09
1.7852,bK16C18G,2016 CG18,-7.39,0,IOBS,7.038e-03,3.050e-06,(2016 CG18),,2072-02-05.26
0.6665,bK16C18G,2016 CG18,-6.25,0,IOBS,7.011e-03,3.265e-05,(2016 CG18),,2062-08-07.18
1.4453,bK15Y01M,2015 YM1,-9.21,0,IOBS,1.021e-02,6.673e-08,(2015 YM1),,2117-12-18.57
0.3457,bK15Y01M,2015 YM1,-8.71,0,IOBS,1.016e-02,2.108e-07,(2015 YM1),,2116-06-17.52
0.3844,bK15Y01M,2015 YM1,-8.34,0,IOBS,1.020e-02,4.843e-07,(2015 YM1),,2115-12-18.98
0.4647,bK15Y01M,2015 YM1,-8.29,0,IOBS,1.019e-02,5.205e-07,(2015 YM1),,2112-06-17.53
0.5781,bK15Y01M,2015 YM1,-8.64,0,IOBS,1.016e-02,2.289e-07,(2015 YM1),,2110-06-18.10
0.6181,bK15Y01M,2015 YM1,-9.25,0,IOBS,1.016e-02,5.608e-08,(2015 YM1),,2109-06-17.82
1.4265,bK15Y01M,2015 YM1,-9.78,0,IOBS,1.021e-02,1.623e-08,(2015 YM1),,2109-06-17.75
2.4290,bK15Y01M,2015 YM1,-8.62,0,IOBS,1.013e-02,1.993e-07,(2015 YM1),,2096-06-16.68
0.2749,bK15Y01M,2015 YM1,-7.18,0,IOBS,1.017e-02,5.496e-06,(2015 YM1),,2096-06-16.66
1.5555,bK15Y01M,2015 YM1,-8.17,0,IOBS,1.020e-02,5.687e-07,(2015 YM1),,2096-06-16.60
0.6367,bK15Y01M,2015 YM1,-8.88,0,IOBS,1.018e-02,1.114e-07,(2015 YM1),,2096-06-16.60
1.4385,bK15Y01M,2015 YM1,-9.52,0,IOBS,1.020e-02,2.473e-08,(2015 YM1),,2095-06-17.34
1.5871,bK15Y00J,2015 YJ,-9.40,0,IOBS,2.620e-02,1.327e-08,(2015 YJ),,2086-05-25.20
1.8877,bK15Y00J,2015 YJ,-8.75,0,IOBS,2.595e-02,5.972e-08,(2015 YJ),,2086-05-22.02
2.9358,bK15Y00J,2015 YJ,-9.78,0,IOBS,2.632e-02,5.512e-09,(2015 YJ),,2085-05-26.77
0.9963,bK15Y00J,2015 YJ,-8.10,0,IOBS,2.615e-02,2.643e-07,(2015 YJ),,2085-05-25.54
1.6805,bK15Y00J,2015 YJ,-10.35,0,IOBS,2.625e-02,1.427e-09,(2015 YJ),,2083-05-30.13
0.7179,bK15Y00J,2015 YJ,-7.93,0,IOBS,2.617e-02,3.687e-07,(2015 YJ),,2082-05-25.40
1.1279,bK15Y00J,2015 YJ,-8.56,0,IOBS,2.619e-02,8.607e-08,(2015 YJ),,2082-05-25.31
1.2560,bK15Y00J,2015 YJ,-8.53,0,IOBS,2.628e-02,8.181e-08,(2015 YJ),,2075-12-14.67
2.3139,bK15Y00J,2015 YJ,-9.34,0,IOBS,2.639e-02,1.247e-08,(2015 YJ),,2075-05-25.76
1.4909,bK15Y00J,2015 YJ,-9.02,0,IOBS,2.594e-02,2.519e-08,(2015 YJ),,2072-12-13.70
2.1815,bK15Y00J,2015 YJ,-10.94,0,IOBS,2.637e-02,2.763e-10,(2015 YJ),,2069-12-13.69
1.1494,bK15Y00J,2015 YJ,-6.91,0,IOBS,2.598e-02,2.811e-06,(2015 YJ),,2066-12-14.13
1.2392,bK15Y00J,2015 YJ,-8.77,0,IOBS,2.596e-02,3.740e-08,(2015 YJ),,2065-12-13.88
1.5160,bK15Y00J,2015 YJ,-8.61,0,IOBS,2.627e-02,5.383e-08,(2015 YJ),,2065-12-12.47
1.3259,bK15Y00J,2015 YJ,-8.57,0,IOBS,2.599e-02,5.904e-08,(2015 YJ),,2064-12-13.63
1.6137,bK15Y00J,2015 YJ,-8.10,0,IOBS,2.591e-02,1.667e-07,(2015 YJ),,2063-12-14.47
1.2053,bK15Y00J,2015 YJ,-7.73,0,IOBS,2.596e-02,3.905e-07,(2015 YJ),,2063-12-14.45
0.5505,bK15Y00J,2015 YJ,-10.23,0,IOBS,2.616e-02,1.239e-09,(2015 YJ),,2063-12-14.29
1.4293,bK15Y00J,2015 YJ,-7.46,0,IOBS,2.596e-02,7.094e-07,(2015 YJ),,2062-12-14.13
1.2756,bK15Y00J,2015 YJ,-7.33,0,IOBS,2.600e-02,9.723e-07,(2015 YJ),,2062-12-14.12
1.6528,bK15Y00J,2015 YJ,-6.71,0,IOBS,2.631e-02,3.987e-06,(2015 YJ),,2062-12-13.69
1.4838,bK15Y00J,2015 YJ,-4.53,0,IOBS,2.595e-02,5.564e-04,(2015 YJ),,2059-12-14.36
1.2222,bK15Y00J,2015 YJ,-4.28,0,IOBS,2.599e-02,9.844e-04,(2015 YJ),,2059-12-14.34
1.2619,bK15Y00J,2015 YJ,-8.63,0,IOBS,2.621e-02,3.929e-08,(2015 YJ),,2055-12-14.45
0.5459,bK15Y00J,2015 YJ,-8.19,0,IOBS,2.615e-02,1.074e-07,(2015 YJ),,2055-12-14.11
1.6990,bK15Y00J,2015 YJ,-5.85,0,IOBS,2.627e-02,2.124e-05,(2015 YJ),,2052-12-13.19
0.5356,bK15Y00J,2015 YJ,-8.68,0,IOBS,2.617e-02,2.404e-08,(2015 YJ),,2046-12-13.84
1.2666,bK15Y00J,2015 YJ,-8.82,0,IOBS,2.631e-02,1.658e-08,(2015 YJ),,2045-12-13.91
0.5366,bK15Y00J,2015 YJ,-5.20,0,IOBS,2.618e-02,5.922e-05,(2015 YJ),,2042-12-13.78
0.7266,bK15XG9R,2015 XR169,-8.87,0,IOBS,6.578e-03,2.161e-07,(2015 XR169),,2122-05-24.05
0.7268,bK15XG9R,2015 XR169,-9.82,0,IOBS,6.578e-03,2.444e-08,(2015 XR169),,2122-05-23.95
1.1100,bK15XG9R,2015 XR169,-10.22,0,IOBS,6.585e-03,9.783e-09,(2015 XR169),,2122-05-19.76
1.1743,bK15XG9R,2015 XR169,-9.52,0,IOBS,6.583e-03,4.886e-08,(2015 XR169),,2122-05-19.73
3.8149,bK15XG9R,2015 XR169,-9.46,0,IOBS,6.661e-03,5.567e-08,(2015 XR169),,2122-05-19.67
2.6566,bK15XG9R,2015 XR169,-10.48,0,IOBS,6.549e-03,5.418e-09,(2015 XR169),,2122-05-19.67
1.5312,bK15XG9R,2015 XR169,-10.20,0,IOBS,6.629e-03,1.013e-08,(2015 XR169),,2122-05-19.53
0.3689,bK15XG9R,2015 XR169,-8.94,0,IOBS,6.612e-03,1.846e-07,(2015 XR169),,2122-05-19.46
1.1629,bK15XG9R,2015 XR169,-10.97,0,IOBS,6.576e-03,1.721e-09,(2015 XR169),,2122-05-19.45
0.4494,bK15XG9R,2015 XR169,-10.51,0,IOBS,6.591e-03,5.008e-09,(2015 XR169),,2122-05-19.45
1.4805,bK15XG9R,2015 XR169,-10.87,0,IOBS,6.630e-03,2.190e-09,(2015 XR169),,2122-05-19.44
1.0330,bK15XG9R,2015 XR169,-9.07,0,IOBS,6.582e-03,1.369e-07,(2015 XR169),,2122-05-19.22
0.1623,bK15XG9R,2015 XR169,-8.15,0,IOBS,6.599e-03,1.138e-06,(2015 XR169),,2122-05-19.13
1.5421,bK15XG9R,2015 XR169,-8.82,0,IOBS,6.632e-03,2.443e-07,(2015 XR169),,2122-05-19.10
1.3049,bK15XG9R,2015 XR169,-9.44,0,IOBS,6.625e-03,5.856e-08,(2015 XR169),,2122-05-19.10
0.6398,bK15XG9R,2015 XR169,-10.34,0,IOBS,6.583e-03,7.422e-09,(2015 XR169),,2122-05-19.03
0.0288,bK15XG9R,2015 XR169,-9.14,0,IOBS,6.596e-03,1.184e-07,(2015 XR169),,2122-05-19.01
0.8888,bK15XG9R,2015 XR169,-9.66,0,IOBS,6.622e-03,3.560e-08,(2015 XR169),,2122-05-18.96
1.1365,bK15XG9R,2015 XR169,-10.36,0,IOBS,6.623e-03,6.979e-09,(2015 XR169),,2122-05-18.94
0.1584,bK15XG9R,2015 XR169,-8.59,0,IOBS,6.600e-03,4.131e-07,(2015 XR169),,2122-05-18.80
0.6881,bK15XG9R,2015 XR169,-8.37,0,IOBS,6.611e-03,6.918e-07,(2015 XR169),,2122-05-18.51
0.2393,bK15XG9R,2015 XR169,-8.99,0,IOBS,6.608e-03,1.662e-07,(2015 XR169),,2122-05-18.50
0.7014,bK15XG9R,2015 XR169,-8.57,0,IOBS,6.614e-03,4.384e-07,(2015 XR169),,2122-05-18.46
1.1659,bK15XG9R,2015 XR169,-9.77,0,IOBS,6.623e-03,2.714e-08,(2015 XR169),,2122-05-18.44
1.1171,bK15XG9R,2015 XR169,-11.39,0,IOBS,6.579e-03,6.655e-10,(2015 XR169),,2122-05-18.40
0.8786,bK15XG9R,2015 XR169,-9.11,0,IOBS,6.580e-03,1.257e-07,(2015 XR169),,2122-05-18.37
0.6982,bK15XG9R,2015 XR169,-8.08,0,IOBS,6.613e-03,1.352e-06,(2015 XR169),,2122-05-18.30
1.1668,bK15XG9R,2015 XR169,-9.21,0,IOBS,6.625e-03,9.914e-08,(2015 XR169),,2122-05-18.27
3.2028,bK15XG9R,2015 XR169,-10.31,0,IOBS,6.545e-03,7.930e-09,(2015 XR169),,2122-05-18.24
0.7072,bK15XG9R,2015 XR169,-8.80,0,IOBS,6.613e-03,2.561e-07,(2015 XR169),,2122-05-18.17
0.2323,bK15XG9R,2015 XR169,-9.35,0,IOBS,6.610e-03,7.147e-08,(2015 XR169),,2122-05-18.17
0.7085,bK15XG9R,2015 XR169,-8.94,0,IOBS,6.613e-03,1.835e-07,(2015 XR169),,2122-05-17.95
1.1345,bK15XG9R,2015 XR169,-9.73,0,IOBS,6.583e-03,2.988e-08,(2015 XR169),,2121-05-22.53
0.1156,bK15XG9R,2015 XR169,-10.33,0,IOBS,6.604e-03,7.435e-09,(2015 XR169),,2121-05-21.96
0.1284,bK15XG9R,2015 XR169,-11.04,0,IOBS,6.616e-03,1.469e-09,(2015 XR169),,2121-05-21.61
1.9353,bK15XG9R,2015 XR169,-9.74,0,IOBS,6.566e-03,2.904e-08,(2015 XR169),,2121-05-19.91
1.2597,bK15XG9R,2015 XR169,-10.03,0,IOBS,6.618e-03,1.490e-08,(2015 XR169),,2121-05-19.89
1.9426,bK15XG9R,2015 XR169,-9.09,0,IOBS,6.565e-03,1.294e-07,(2015 XR169),,2121-05-19.86
1.9546,bK15XG9R,2015 XR169,-8.43,0,IOBS,6.563e-03,5.981e-07,(2015 XR169),,2121-05-19.53
0.2351,bK15XG9R,2015 XR169,-10.68,0,IOBS,6.602e-03,3.319e-09,(2015 XR169),,2121-05-16.48
0.7175,bK15XG9R,2015 XR169,-9.33,0,IOBS,6.608e-03,7.427e-08,(2015 XR169),,2121-05-16.41
0.2250,bK15XG9R,2015 XR169,-9.13,0,IOBS,6.601e-03,1.191e-07,(2015 XR169),,2121-05-16.37
0.7194,bK15XG9R,2015 XR169,-8.73,0,IOBS,6.604e-03,2.970e-07,(2015 XR169),,2121-05-16.36
0.0715,bK15XG9R,2015 XR169,-10.67,0,IOBS,6.592e-03,3.443e-09,(2015 XR169),,2121-05-16.27
1.4788,bK15XG9R,2015 XR169,-9.55,0,IOBS,6.559e-03,4.452e-08,(2015 XR169),,2120-05-21.34
0.9650,bK15XG9R,2015 XR169,-10.02,0,IOBS,6.603e-03,1.502e-08,(2015 XR169),,2120-05-21.29
0.7635,bK15XG9R,2015 XR169,-9.58,0,IOBS,6.602e-03,4.134e-08,(2015 XR169),,2120-05-21.19
0.8022,bK15XG9R,2015 XR169,-8.60,0,IOBS,6.610e-03,4.013e-07,(2015 XR169),,2120-05-21.17
0.9660,bK15XG9R,2015 XR169,-8.45,0,IOBS,6.607e-03,5.559e-07,(2015 XR169),,2120-05-21.12
0.1946,bK15XG9R,2015 XR169,-8.34,0,IOBS,6.599e-03,7.189e-07,(2015 XR169),,2120-05-21.12
0.7658,bK15XG9R,2015 XR169,-8.72,0,IOBS,6.607e-03,3.027e-07,(2015 XR169),,2120-05-21.11
0.6643,bK15XG9R,2015 XR169,-8.54,0,IOBS,6.570e-03,4.619e-07,(2015 XR169),,2120-05-21.10
0.1374,bK15XG9R,2015 XR169,-7.97,0,IOBS,6.598e-03,1.702e-06,(2015 XR169),,2120-05-21.05
1.1022,bK15XG9R,2015 XR169,-10.03,0,IOBS,6.567e-03,1.476e-08,(2015 XR169),,2120-05-19.36
2.1472,bK15XG9R,2015 XR169,-10.63,0,IOBS,6.555e-03,3.728e-09,(2015 XR169),,2120-05-18.64
1.9203,bK15XG9R,2015 XR169,-11.46,0,IOBS,6.614e-03,5.422e-10,(2015 XR169),,2120-05-18.15
1.9616,bK15XG9R,2015 XR169,-10.43,0,IOBS,6.552e-03,5.851e-09,(2015 XR169),,2120-05-17.52
5.2583,bK15XG9R,2015 XR169,-11.72,0,IOBS,6.583e-03,3.004e-10,(2015 XR169),,2119-12-24.15
2.3043,bK15XG9R,2015 XR169,-10.53,0,IOBS,6.636e-03,4.647e-09,(2015 XR169),,2119-05-22.93
2.1132,bK15XG9R,2015 XR169,-10.48,0,IOBS,6.562e-03,5.194e-09,(2015 XR169),,2119-05-20.97
1.5139,bK15XG9R,2015 XR169,-11.55,0,IOBS,6.637e-03,4.423e-10,(2015 XR169),,2119-05-20.40
1.8731,bK15XG9R,2015 XR169,-9.11,0,IOBS,6.633e-03,1.210e-07,(2015 XR169),,2119-05-19.53
0.7566,bK15XG9R,2015 XR169,-9.28,0,IOBS,6.580e-03,8.177e-08,(2015 XR169),,2119-05-14.82
0.0683,bK15XG9R,2015 XR169,-8.57,0,IOBS,6.597e-03,4.175e-07,(2015 XR169),,2119-05-14.05
1.5318,bK15XG9R,2015 XR169,-10.61,0,IOBS,6.624e-03,3.783e-09,(2015 XR169),,2118-05-19.99
0.3685,bK15XG9R,2015 XR169,-9.04,0,IOBS,6.603e-03,1.416e-07,(2015 XR169),,2118-05-19.64
1.6714,bK15XG9R,2015 XR169,-11.37,0,IOBS,6.565e-03,6.704e-10,(2015 XR169),,2118-05-19.59
0.4031,bK15XG9R,2015 XR169,-8.73,0,IOBS,6.591e-03,2.863e-07,(2015 XR169),,2118-05-19.59
0.6331,bK15XG9R,2015 XR169,-9.31,0,IOBS,6.603e-03,7.534e-08,(2015 XR169),,2118-05-19.13
0.8885,bK15XG9R,2015 XR169,-9.89,0,IOBS,6.617e-03,1.984e-08,(2015 XR169),,2118-05-18.93
1.0993,bK15XG9R,2015 XR169,-10.83,0,IOBS,6.577e-03,2.310e-09,(2015 XR169),,2118-05-18.66
1.1282,bK15XG9R,2015 XR169,-10.52,0,IOBS,6.612e-03,4.709e-09,(2015 XR169),,2118-05-18.65
0.0398,bK15XG9R,2015 XR169,-8.17,0,IOBS,6.592e-03,1.058e-06,(2015 XR169),,2118-05-18.53
0.6400,bK15XG9R,2015 XR169,-8.80,0,IOBS,6.579e-03,2.476e-07,(2015 XR169),,2118-05-18.42
0.0363,bK15XG9R,2015 XR169,-7.52,0,IOBS,6.594e-03,4.692e-06,(2015 XR169),,2118-05-18.40
0.0741,bK15XG9R,2015 XR169,-8.40,0,IOBS,6.589e-03,6.224e-07,(2015 XR169),,2118-05-17.99
1.3992,bK15XG9R,2015 XR169,-9.77,0,IOBS,6.569e-03,2.647e-08,(2015 XR169),,2118-05-16.10
1.2475,bK15XG9R,2015 XR169,-8.73,0,IOBS,6.563e-03,2.879e-07,(2015 XR169),,2118-05-15.78
1.2413,bK15XG9R,2015 XR169,-9.07,0,IOBS,6.563e-03,1.319e-07,(2015 XR169),,2118-05-15.74
0.8082,bK15XG9R,2015 XR169,-9.30,0,IOBS,6.610e-03,7.677e-08,(2015 XR169),,2117-05-23.56
0.9534,bK15XG9R,2015 XR169,-9.23,0,IOBS,6.607e-03,9.015e-08,(2015 XR169),,2117-05-23.52
0.9546,bK15XG9R,2015 XR169,-10.75,0,IOBS,6.607e-03,2.708e-09,(2015 XR169),,2117-05-23.31
0.6512,bK15XG9R,2015 XR169,-9.04,0,IOBS,6.580e-03,1.390e-07,(2015 XR169),,2117-05-23.16
0.1112,bK15XG9R,2015 XR169,-8.45,0,IOBS,6.591e-03,5.464e-07,(2015 XR169),,2117-05-23.13
2.0624,bK15XG9R,2015 XR169,-10.69,0,IOBS,6.560e-03,3.113e-09,(2015 XR169),,2117-05-21.83
1.2989,bK15XG9R,2015 XR169,-10.49,0,IOBS,6.609e-03,4.925e-09,(2015 XR169),,2117-05-20.33
0.6001,bK15XG9R,2015 XR169,-10.03,0,IOBS,6.578e-03,1.438e-08,(2015 XR169),,2117-05-19.34
0.5274,bK15XG9R,2015 XR169,-10.10,0,IOBS,6.599e-03,1.207e-08,(2015 XR169),,2117-05-19.03
0.0524,bK15XG9R,2015 XR169,-8.55,0,IOBS,6.598e-03,4.368e-07,(2015 XR169),,2117-05-16.40
0.8034,bK15XG9R,2015 XR169,-8.85,0,IOBS,6.622e-03,2.114e-07,(2015 XR169),,2116-05-21.36
1.4797,bK15XG9R,2015 XR169,-8.59,0,IOBS,6.577e-03,3.913e-07,(2015 XR169),,2116-05-21.34
0.9644,bK15XG9R,2015 XR169,-8.74,0,IOBS,6.620e-03,2.729e-07,(2015 XR169),,2116-05-21.32
3.0264,bK15XG9R,2015 XR169,-9.02,0,IOBS,6.655e-03,1.451e-07,(2015 XR169),,2116-05-21.26
1.2333,bK15XG9R,2015 XR169,-10.64,0,IOBS,6.620e-03,3.494e-09,(2015 XR169),,2116-05-21.26
1.1279,bK15XG9R,2015 XR169,-8.87,0,IOBS,6.589e-03,2.037e-07,(2015 XR169),,2116-05-21.26
0.7066,bK15XG9R,2015 XR169,-9.25,0,IOBS,6.585e-03,8.527e-08,(2015 XR169),,2116-05-21.25
0.1233,bK15XG9R,2015 XR169,-8.73,0,IOBS,6.614e-03,2.828e-07,(2015 XR169),,2116-05-21.24
0.2028,bK15XG9R,2015 XR169,-8.34,0,IOBS,6.608e-03,6.887e-07,(2015 XR169),,2116-05-21.23
0.7634,bK15XG9R,2015 XR169,-8.45,0,IOBS,6.621e-03,5.304e-07,(2015 XR169),,2116-05-21.21
2.0804,bK15XG9R,2015 XR169,-11.27,0,IOBS,6.569e-03,8.228e-10,(2015 XR169),,2116-05-20.52
1.9656,bK15XG9R,2015 XR169,-10.17,0,IOBS,6.633e-03,1.020e-08,(2015 XR169),,2116-05-19.49
0.5781,bK15XG9R,2015 XR169,-9.43,0,IOBS,6.585e-03,5.596e-08,(2015 XR169),,2116-05-19.01
2.0300,bK15XG9R,2015 XR169,-11.09,0,IOBS,6.561e-03,1.237e-09,(2015 XR169),,2115-05-23.52
2.3047,bK15XG9R,2015 XR169,-10.62,0,IOBS,6.634e-03,3.610e-09,(2015 XR169),,2115-05-23.12
1.8404,bK15XG9R,2015 XR169,-10.65,0,IOBS,6.617e-03,3.360e-09,(2015 XR169),,2115-05-21.26
1.5083,bK15XG9R,2015 XR169,-10.85,0,IOBS,6.620e-03,2.120e-09,(2015 XR169),,2115-05-16.80
0.7566,bK15XG9R,2015 XR169,-9.67,0,IOBS,6.569e-03,3.221e-08,(2015 XR169),,2115-05-14.11
1.4851,bK15XG9R,2015 XR169,-9.68,0,IOBS,6.571e-03,3.106e-08,(2015 XR169),,2114-05-24.38
1.3550,bK15XG9R,2015 XR169,-9.65,0,IOBS,6.611e-03,3.340e-08,(2015 XR169),,2114-05-21.21
1.3511,bK15XG9R,2015 XR169,-9.83,0,IOBS,6.611e-03,2.194e-08,(2015 XR169),,2114-05-21.19
1.8049,bK15XG9R,2015 XR169,-11.21,0,IOBS,6.625e-03,9.069e-10,(2015 XR169),,2114-05-21.07
1.4913,bK15XG9R,2015 XR169,-10.46,0,IOBS,6.624e-03,5.174e-09,(2015 XR169),,2114-05-20.60
2.1382,bK15XG9R,2015 XR169,-10.51,0,IOBS,6.551e-03,4.629e-09,(2015 XR169),,2114-05-20.02
1.2602,bK15XG9R,2015 XR169,-11.55,0,IOBS,6.619e-03,4.174e-10,(2015 XR169),,2114-05-20.00
1.5179,bK15XG9R,2015 XR169,-9.96,0,IOBS,6.636e-03,1.610e-08,(2015 XR169),,2114-05-19.83
0.4122,bK15XG9R,2015 XR169,-9.21,0,IOBS,6.587e-03,9.080e-08,(2015 XR169),,2114-05-19.36
0.1895,bK15XG9R,2015 XR169,-10.40,0,IOBS,6.596e-03,5.926e-09,(2015 XR169),,2114-05-19.07
0.9299,bK15XG9R,2015 XR169,-9.32,0,IOBS,6.620e-03,7.108e-08,(2015 XR169),,2114-05-17.53
0.2113,bK15XG9R,2015 XR169,-8.95,0,IOBS,6.607e-03,1.651e-07,(2015 XR169),,2113-05-23.54
0.7488,bK15XG9R,2015 XR169,-8.93,0,IOBS,6.614e-03,1.702e-07,(2015 XR169),,2113-05-23.53
1.1181,bK15XG9R,2015 XR169,-10.57,0,IOBS,6.586e-03,3.982e-09,(2015 XR169),,2113-05-23.34
0.7491,bK15XG9R,2015 XR169,-10.37,0,IOBS,6.618e-03,6.300e-09,(2015 XR169),,2113-05-23.33
0.7503,bK15XG9R,2015 XR169,-9.77,0,IOBS,6.612e-03,2.467e-08,(2015 XR169),,2113-05-23.32
0.7235,bK15XG9R,2015 XR169,-8.74,0,IOBS,6.584e-03,2.664e-07,(2015 XR169),,2113-05-23.07
0.1071,bK15XG9R,2015 XR169,-10.02,0,IOBS,6.604e-03,1.402e-08,(2015 XR169),,2113-05-22.66
1.2901,bK15XG9R,2015 XR169,-11.13,0,IOBS,6.627e-03,1.074e-09,(2015 XR169),,2113-05-19.07
1.1166,bK15XG9R,2015 XR169,-11.05,0,IOBS,6.584e-03,1.306e-09,(2015 XR169),,2113-05-16.64
0.9599,bK15XG9R,2015 XR169,-10.11,0,IOBS,6.607e-03,1.115e-08,(2015 XR169),,2112-05-21.74
0.7613,bK15XG9R,2015 XR169,-9.94,0,IOBS,6.607e-03,1.668e-08,(2015 XR169),,2112-05-21.56
1.4793,bK15XG9R,2015 XR169,-9.04,0,IOBS,6.572e-03,1.337e-07,(2015 XR169),,2112-05-21.48
1.1541,bK15XG9R,2015 XR169,-9.87,0,IOBS,6.608e-03,1.964e-08,(2015 XR169),,2112-05-21.45
0.9624,bK15XG9R,2015 XR169,-8.71,0,IOBS,6.605e-03,2.834e-07,(2015 XR169),,2112-05-21.43
1.1079,bK15XG9R,2015 XR169,-9.06,0,IOBS,6.606e-03,1.259e-07,(2015 XR169),,2112-05-21.42
1.2340,bK15XG9R,2015 XR169,-10.84,0,IOBS,6.608e-03,2.105e-09,(2015 XR169),,2112-05-21.36
1.1287,bK15XG9R,2015 XR169,-8.84,0,IOBS,6.577e-03,2.098e-07,(2015 XR169),,2112-05-21.36
0.6574,bK15XG9R,2015 XR169,-8.54,0,IOBS,6.580e-03,4.180e-07,(2015 XR169),,2112-05-21.33
0.2073,bK15XG9R,2015 XR169,-8.37,0,IOBS,6.597e-03,6.126e-07,(2015 XR169),,2112-05-21.31
0.7608,bK15XG9R,2015 XR169,-8.32,0,IOBS,6.611e-03,7.002e-07,(2015 XR169),,2112-05-21.29
0.7047,bK15XG9R,2015 XR169,-8.50,0,IOBS,6.577e-03,4.638e-07,(2015 XR169),,2112-05-21.29
0.1244,bK15XG9R,2015 XR169,-8.21,0,IOBS,6.607e-03,8.922e-07,(2015 XR169),,2112-05-21.28
1.1597,bK15XG9R,2015 XR169,-9.40,0,IOBS,6.611e-03,5.795e-08,(2015 XR169),,2112-05-21.27
0.4470,bK15XG9R,2015 XR169,-10.70,0,IOBS,6.581e-03,2.922e-09,(2015 XR169),,2112-05-18.98
1.5699,bK15XG9R,2015 XR169,-10.48,0,IOBS,6.567e-03,4.846e-09,(2015 XR169),,2112-05-18.71
1.6547,bK15XG9R,2015 XR169,-10.87,0,IOBS,6.627e-03,1.963e-09,(2015 XR169),,2112-05-16.67
1.5779,bK15XG9R,2015 XR169,-10.71,0,IOBS,6.629e-03,2.809e-09,(2015 XR169),,2112-05-14.34
0.6479,bK15XG9R,2015 XR169,-10.23,0,IOBS,6.575e-03,8.589e-09,(2015 XR169),,2112-05-13.84
0.0554,bK15XG9R,2015 XR169,-9.06,0,IOBS,6.595e-03,1.264e-07,(2015 XR169),,2112-05-13.83
1.6721,bK15XG9R,2015 XR169,-10.41,0,IOBS,6.573e-03,5.604e-09,(2015 XR169),,2111-05-19.77
3.3788,bK15XG9R,2015 XR169,-9.63,0,IOBS,6.544e-03,3.387e-08,(2015 XR169),,2111-05-19.72
0.2110,bK15XG9R,2015 XR169,-9.93,0,IOBS,6.613e-03,1.651e-08,(2015 XR169),,2110-05-26.49
2.2917,bK15XG9R,2015 XR169,-11.35,0,IOBS,6.565e-03,6.405e-10,(2015 XR169),,2110-05-21.15
1.8068,bK15XG9R,2015 XR169,-10.74,0,IOBS,6.632e-03,2.595e-09,(2015 XR169),,2110-05-20.21
1.4693,bK15XG9R,2015 XR169,-10.66,0,IOBS,6.623e-03,3.120e-09,(2015 XR169),,2110-05-20.19
0.2360,bK15XG9R,2015 XR169,-9.78,0,IOBS,6.600e-03,2.331e-08,(2015 XR169),,2110-05-17.74
0.7145,bK15XG9R,2015 XR169,-9.26,0,IOBS,6.609e-03,7.770e-08,(2015 XR169),,2110-05-17.70
0.7130,bK15XG9R,2015 XR169,-8.49,0,IOBS,6.606e-03,4.594e-07,(2015 XR169),,2110-05-17.37
0.9306,bK15XG9R,2015 XR169,-8.81,0,IOBS,6.614e-03,2.178e-07,(2015 XR169),,2110-05-16.65
